datetime,humid_int
2025-10-30 17:53:56.941810+01:00,66.57
2025-10-30 17:55:37.315948+01:00,65.47
2025-10-30 17:56:07.429526+01:00,64.36
2025-10-30 17:57:57.838244+01:00,63.26
2025-10-30 17:58:37.982643+01:00,65.64
2025-10-30 18:00:28.402112+01:00,64.53
2025-10-30 18:00:58.516334+01:00,66.54
2025-10-30 18:03:39.122338+01:00,67.75
2025-10-30 18:06:09.701134+01:00,69.05
2025-10-30 18:10:20.645955+01:00,70.32
2025-10-30 18:15:20.751167+01:00,71.22
2025-10-30 18:20:20.818388+01:00,70.29
2025-10-30 18:21:43.281053+01:00,69.19
2025-10-30 18:24:23.884214+01:00,70.29
2025-10-30 18:29:23.975779+01:00,70.19
2025-10-30 18:34:24.024411+01:00,69.55
2025-10-30 18:39:24.090254+01:00,69.25
2025-10-30 18:44:24.159940+01:00,68.95
2025-10-30 18:49:24.236059+01:00,69.25
2025-10-30 18:53:10.459362+01:00,68.05
2025-10-30 18:58:10.528588+01:00,68.75
2025-10-30 19:03:10.609451+01:00,68.35
2025-10-30 19:08:10.692386+01:00,68.15
2025-10-30 19:13:10.759671+01:00,67.95
2025-10-30 19:18:10.825735+01:00,68.08
2025-10-30 19:23:10.896729+01:00,67.98
2025-10-30 19:28:10.952616+01:00,67.88
2025-10-30 19:30:08.889333+01:00,68.98
2025-10-30 19:34:09.816684+01:00,69.99
2025-10-30 19:39:09.883327+01:00,69.79
2025-10-30 19:44:09.969612+01:00,70.22
2025-10-30 19:49:10.025005+01:00,70.52
2025-10-30 19:54:10.111253+01:00,70.02
2025-10-30 19:59:10.186882+01:00,69.72
2025-10-30 20:04:10.261981+01:00,69.32
2025-10-30 20:09:10.361345+01:00,69.22
2025-10-30 20:14:10.433802+01:00,68.72
2025-10-30 20:19:10.482548+01:00,68.62
2025-10-30 20:24:10.549622+01:00,68.35
2025-10-30 20:29:10.595698+01:00,68.12
2025-10-30 20:34:10.666516+01:00,67.85
2025-10-30 20:39:10.732041+01:00,67.54
2025-10-30 20:44:10.791249+01:00,67.24
2025-10-30 20:49:10.863102+01:00,67.04
2025-10-30 20:54:10.896768+01:00,66.84
2025-10-30 20:59:10.950422+01:00,66.04
2025-10-30 21:04:11.028818+01:00,65.94
2025-10-30 21:09:11.118670+01:00,66.54
2025-10-30 21:14:11.164930+01:00,66.24
2025-10-30 21:19:11.198407+01:00,65.54
2025-10-30 21:24:11.285645+01:00,65.24
2025-10-30 21:29:11.352193+01:00,65.44
2025-10-30 21:34:11.393027+01:00,65.14
2025-10-30 21:44:11.557749+01:00,64.74
2025-10-30 21:49:11.608043+01:00,64.63
2025-10-30 21:54:11.621144+01:00,64.53
2025-10-30 22:04:11.745286+01:00,64.33
2025-10-30 22:09:11.818100+01:00,64.13
2025-10-30 22:14:11.870758+01:00,63.93
2025-10-30 22:19:11.933839+01:00,63.83
2025-10-30 22:24:11.989296+01:00,63.53
2025-10-30 22:29:12.043130+01:00,63.13
2025-10-30 22:34:12.110611+01:00,62.83
2025-10-30 22:39:12.170444+01:00,62.62
2025-10-30 22:44:12.269459+01:00,62.42
2025-10-30 22:49:12.319228+01:00,62.12
2025-10-30 22:54:12.336257+01:00,61.92
2025-10-30 22:59:12.392941+01:00,61.82
2025-10-30 23:04:12.489188+01:00,61.72
2025-10-30 23:09:12.552333+01:00,61.12
2025-10-30 23:11:49.343251+01:00,60.02
2025-10-30 23:14:39.992549+01:00,61.12
2025-10-30 23:19:31.069271+01:00,60.04
2025-10-30 23:24:31.153707+01:00,60.65
2025-10-30 23:29:31.230633+01:00,60.45
2025-10-30 23:34:31.292794+01:00,60.95
2025-10-30 23:44:31.392012+01:00,61.05
2025-10-30 23:49:31.432784+01:00,60.35
2025-10-30 23:51:38.375948+01:00,59.34
2025-10-30 23:56:38.429506+01:00,60.04
2025-10-31 00:01:38.482633+01:00,60.15
2025-10-31 00:06:38.493879+01:00,59.94
2025-10-31 00:11:38.542862+01:00,59.65
2025-10-31 00:16:38.614209+01:00,59.85
2025-10-31 00:21:38.682901+01:00,59.65
2025-10-31 00:26:38.737208+01:00,59.44
2025-10-31 00:36:38.854406+01:00,59.34
2025-10-31 00:41:38.897523+01:00,59.14
2025-10-31 00:51:39.056813+01:00,58.94
2025-10-31 01:01:39.149263+01:00,58.84
2025-10-31 01:06:39.215204+01:00,58.54
2025-10-31 01:11:39.261613+01:00,58.64
2025-10-31 01:16:39.309113+01:00,58.54
2025-10-31 01:21:39.367656+01:00,58.44
2025-10-31 01:31:39.515909+01:00,58.24
2025-10-31 01:46:39.722085+01:00,58.03
2025-10-31 01:56:39.856673+01:00,57.94
2025-10-31 02:01:39.912429+01:00,57.84
2025-10-31 02:06:39.952399+01:00,57.94
2025-10-31 02:11:40.025004+01:00,57.23
2025-10-31 02:16:40.114305+01:00,57.13
2025-10-31 02:21:40.162341+01:00,57.64
2025-10-31 02:26:40.244728+01:00,57.53
2025-10-31 02:31:40.306006+01:00,57.44
2025-10-31 02:36:40.359162+01:00,57.33
2025-10-31 02:41:40.408622+01:00,57.44
2025-10-31 02:46:40.470624+01:00,57.23
2025-10-31 02:56:40.632114+01:00,57.13
2025-10-31 03:01:40.683739+01:00,57.03
2025-10-31 03:06:40.751384+01:00,56.93
2025-10-31 03:11:40.821131+01:00,56.83
2025-10-31 03:16:40.894860+01:00,56.73
2025-10-31 03:21:40.948887+01:00,56.83
2025-10-31 03:26:40.985259+01:00,56.73
2025-10-31 03:31:41.010981+01:00,56.63
2025-10-31 03:36:41.050117+01:00,56.73
2025-10-31 03:46:41.137668+01:00,56.63
2025-10-31 04:01:41.291221+01:00,56.53
2025-10-31 04:06:41.361682+01:00,56.43
2025-10-31 04:11:41.433381+01:00,56.33
2025-10-31 04:16:41.515996+01:00,56.13
2025-10-31 04:26:41.647664+01:00,56.03
2025-10-31 04:41:41.816306+01:00,55.93
2025-10-31 04:51:41.944198+01:00,55.82
2025-10-31 04:56:42.010408+01:00,55.93
2025-10-31 05:16:42.273901+01:00,55.82
2025-10-31 05:21:42.342197+01:00,55.73
2025-10-31 05:26:42.394668+01:00,55.93
2025-10-31 05:31:42.471296+01:00,55.82
2025-10-31 05:36:42.525906+01:00,55.73
2025-10-31 05:41:42.608913+01:00,55.63
2025-10-31 05:51:42.732040+01:00,55.53
2025-10-31 05:56:42.779687+01:00,55.63
2025-10-31 06:01:42.842304+01:00,55.53
2025-10-31 06:16:43.029047+01:00,55.43
2025-10-31 06:21:43.065794+01:00,55.53
2025-10-31 06:26:43.148555+01:00,55.43
2025-10-31 06:36:43.288967+01:00,55.32
2025-10-31 06:51:43.457569+01:00,55.43
2025-10-31 07:01:43.576818+01:00,55.32
2025-10-31 07:16:43.804849+01:00,55.23
2025-10-31 07:21:43.868873+01:00,55.32
2025-10-31 08:01:44.333296+01:00,55.23
2025-10-31 08:16:44.551304+01:00,55.53
2025-10-31 08:21:44.622056+01:00,55.43
2025-10-31 08:46:44.872889+01:00,55.25
2025-10-31 08:51:44.926135+01:00,54.95
2025-10-31 08:56:45.000980+01:00,55.45
2025-10-31 09:01:45.075111+01:00,55.65
2025-10-31 09:06:45.117594+01:00,55.05
2025-10-31 09:11:45.169683+01:00,55.35
2025-10-31 09:16:45.226672+01:00,55.45
2025-10-31 09:21:45.277181+01:00,55.32
2025-10-31 09:41:45.580024+01:00,55.43
2025-10-31 10:06:45.851444+01:00,55.53
2025-10-31 10:11:45.908133+01:00,55.63
2025-10-31 10:16:45.987618+01:00,55.73
2025-10-31 10:21:46.036304+01:00,55.82
2025-10-31 10:41:46.255873+01:00,55.93
2025-10-31 11:01:46.537011+01:00,56.03
2025-10-31 11:11:46.621102+01:00,56.13
2025-10-31 11:21:46.773427+01:00,56.23
2025-10-31 11:31:46.926247+01:00,56.33
2025-10-31 11:36:46.974616+01:00,56.43
2025-10-31 11:41:47.049465+01:00,56.63
2025-10-31 12:01:47.274015+01:00,56.73
2025-10-31 12:11:47.369968+01:00,57.13
2025-10-31 12:16:47.433257+01:00,57.23
2025-10-31 12:26:47.535994+01:00,57.44
2025-10-31 12:31:47.605780+01:00,57.84
2025-10-31 12:35:31.625442+01:00,58.94
2025-10-31 12:39:02.441534+01:00,60.04
2025-10-31 12:44:02.502224+01:00,60.85
2025-10-31 12:49:02.547673+01:00,61.05
2025-10-31 12:54:02.618767+01:00,61.35
2025-10-31 13:04:02.701435+01:00,61.15
2025-10-31 13:09:02.756401+01:00,61.05
2025-10-31 13:14:02.787633+01:00,60.75
2025-10-31 13:19:02.854237+01:00,60.65
2025-10-31 13:24:02.937209+01:00,60.55
2025-10-31 13:29:02.980941+01:00,60.35
2025-10-31 13:34:03.036946+01:00,60.24
2025-10-31 13:39:03.074993+01:00,60.15
2025-10-31 13:44:03.140224+01:00,60.04
2025-10-31 13:59:03.312348+01:00,59.94
2025-10-31 14:04:03.369030+01:00,59.74
2025-10-31 14:14:03.487846+01:00,59.65
2025-10-31 14:24:03.620793+01:00,59.54
2025-10-31 14:44:03.861394+01:00,59.44
2025-10-31 15:49:04.581356+01:00,59.54
2025-10-31 16:09:04.828741+01:00,59.65
2025-10-31 16:14:04.871343+01:00,59.74
2025-10-31 16:24:05.008409+01:00,59.65
2025-10-31 16:59:05.402923+01:00,59.74
2025-10-31 17:09:05.488823+01:00,59.85
2025-10-31 17:14:05.539603+01:00,59.94
2025-10-31 17:19:05.578619+01:00,60.04
2025-10-31 17:24:05.663090+01:00,60.15
2025-10-31 17:34:05.779037+01:00,60.24
2025-10-31 17:39:05.852913+01:00,60.35
2025-10-31 18:49:06.644837+01:00,60.45
2025-10-31 18:54:06.725772+01:00,60.35
2025-10-31 18:59:06.789565+01:00,60.45
2025-10-31 19:04:06.856351+01:00,60.35
2025-10-31 19:19:07.035635+01:00,60.24
2025-10-31 20:39:07.860789+01:00,60.15
2025-10-31 21:29:08.495311+01:00,60.04
2025-10-31 21:54:08.743368+01:00,60.35
2025-10-31 21:59:08.789316+01:00,60.52
2025-10-31 22:04:08.862921+01:00,61.02
2025-10-31 22:09:08.916524+01:00,61.12
2025-10-31 22:14:08.982624+01:00,60.92
2025-10-31 22:19:09.024566+01:00,60.82
2025-10-31 22:24:09.046156+01:00,60.85
2025-10-31 22:29:09.111873+01:00,60.82
2025-10-31 22:34:09.146875+01:00,60.85
2025-10-31 22:49:09.336449+01:00,60.75
2025-10-31 22:59:09.420861+01:00,60.72
2025-10-31 23:04:09.464935+01:00,60.75
2025-10-31 23:19:09.649605+01:00,60.72
2025-10-31 23:24:09.682783+01:00,60.75
2025-10-31 23:29:09.747365+01:00,60.72
2025-10-31 23:34:09.811600+01:00,60.62
2025-10-31 23:39:09.855807+01:00,60.72
2025-10-31 23:44:09.913081+01:00,60.75
2025-10-31 23:49:09.946741+01:00,60.62
2025-10-31 23:54:09.998458+01:00,60.65
2025-11-01 00:04:10.084053+01:00,60.62
2025-11-01 00:14:10.161982+01:00,60.65
2025-11-01 00:24:10.256816+01:00,60.52
2025-11-01 01:14:10.712321+01:00,60.45
2025-11-01 01:19:10.753015+01:00,60.55
2025-11-01 01:44:10.999367+01:00,60.52
2025-11-01 01:49:11.063334+01:00,60.45
2025-11-01 02:19:11.342224+01:00,60.42
2025-11-01 02:29:11.463408+01:00,60.35
2025-11-01 02:33:49.313812+01:00,60.35
2025-11-01 02:49:11.990878+01:00,60.24
2025-11-01 02:59:12.295335+01:00,60.15
2025-11-01 03:09:11.868117+01:00,60.02
2025-11-01 03:14:11.961234+01:00,60.04
2025-11-01 03:24:12.096924+01:00,59.94
2025-11-01 03:39:12.207353+01:00,59.85
2025-11-01 03:49:12.316456+01:00,59.74
2025-11-01 04:14:12.543460+01:00,59.65
2025-11-01 05:24:13.240075+01:00,59.74
2025-11-01 05:44:13.483819+01:00,59.85
2025-11-01 05:59:13.665751+01:00,59.94
2025-11-01 06:14:13.828119+01:00,60.04
2025-11-01 06:29:14.020530+01:00,60.15
2025-11-01 06:39:14.110798+01:00,60.24
2025-11-01 06:48:40.716148+01:00,60.24
2025-11-01 06:49:14.246147+01:00,60.35
2025-11-01 06:54:14.318708+01:00,60.45
2025-11-01 06:59:14.379828+01:00,60.55
2025-11-01 07:04:14.441813+01:00,60.65
2025-11-01 07:14:14.523372+01:00,60.75
2025-11-01 07:19:14.590476+01:00,60.85
2025-11-01 07:24:14.655698+01:00,60.95
2025-11-01 07:34:14.738183+01:00,61.05
2025-11-01 07:39:14.806592+01:00,61.15
2025-11-01 07:49:14.936070+01:00,61.25
2025-11-01 07:54:15.019570+01:00,61.32
2025-11-01 07:59:15.076596+01:00,61.45
2025-11-01 08:04:15.119010+01:00,61.55
2025-11-01 08:09:15.172587+01:00,61.62
2025-11-01 08:14:15.239652+01:00,61.75
2025-11-01 08:19:15.283889+01:00,61.86
2025-11-01 08:24:15.345005+01:00,61.92
2025-11-01 08:29:15.388395+01:00,62.03
2025-11-01 08:34:15.411932+01:00,62.23
2025-11-01 08:39:15.436799+01:00,62.33
2025-11-01 08:44:15.500752+01:00,62.42
2025-11-01 08:49:15.542959+01:00,62.56
2025-11-01 08:59:15.646146+01:00,62.76
2025-11-01 09:04:15.694013+01:00,62.83
2025-11-01 09:14:15.826452+01:00,62.93
2025-11-01 09:19:15.863608+01:00,63.13
2025-11-01 09:24:15.901731+01:00,63.23
2025-11-01 09:34:16.027191+01:00,63.43
2025-11-01 09:39:16.074754+01:00,63.53
2025-11-01 09:49:16.176227+01:00,63.73
2025-11-01 09:54:16.224917+01:00,64.03
2025-11-01 09:59:16.269748+01:00,64.24
2025-11-01 10:04:16.337140+01:00,64.33
2025-11-01 10:09:16.398977+01:00,64.43
2025-11-01 10:14:16.438027+01:00,64.53
2025-11-01 10:19:16.471602+01:00,64.57
2025-11-01 10:24:16.548472+01:00,64.66
2025-11-01 10:34:16.634758+01:00,64.77
2025-11-01 10:49:16.752230+01:00,64.86
2025-11-01 11:04:16.893285+01:00,64.83
2025-11-01 11:19:17.071461+01:00,65.04
2025-11-01 11:24:17.114971+01:00,65.14
2025-11-01 11:29:17.168239+01:00,65.33
2025-11-01 11:34:17.216334+01:00,65.54
2025-11-01 11:39:17.292164+01:00,65.64
2025-11-01 11:54:17.490086+01:00,65.94
2025-11-01 11:59:17.554796+01:00,66.04
2025-11-01 12:04:17.590429+01:00,65.94
2025-11-01 12:09:17.649628+01:00,65.84
2025-11-01 12:19:17.800419+01:00,65.74
2025-11-01 12:29:17.935397+01:00,65.64
2025-11-01 12:34:17.995574+01:00,65.54
2025-11-01 12:49:18.159459+01:00,65.44
2025-11-01 12:54:18.209546+01:00,65.64
2025-11-01 12:59:18.251313+01:00,65.84
2025-11-01 13:04:18.298041+01:00,65.64
2025-11-01 13:09:18.365806+01:00,65.44
2025-11-01 13:14:18.414198+01:00,65.33
2025-11-01 13:19:18.480695+01:00,65.24
2025-11-01 13:24:18.548537+01:00,65.14
2025-11-01 13:34:18.645976+01:00,65.04
2025-11-01 13:44:18.782850+01:00,64.94
2025-11-01 13:54:18.906237+01:00,64.83
2025-11-01 14:09:19.016165+01:00,64.74
2025-11-01 14:24:19.167031+01:00,64.63
2025-11-01 14:39:19.346524+01:00,64.53
2025-11-01 14:43:35.271032+01:00,65.54
2025-11-01 14:48:35.305215+01:00,65.84
2025-11-01 14:51:47.094146+01:00,66.95
2025-11-01 14:56:47.124224+01:00,67.45
2025-11-01 15:01:47.170020+01:00,67.85
2025-11-01 15:11:47.299184+01:00,68.04
2025-11-01 15:16:47.336098+01:00,68.25
2025-11-01 15:31:47.518143+01:00,68.45
2025-11-01 15:36:47.548663+01:00,68.55
2025-11-01 15:41:47.594360+01:00,68.75
2025-11-01 15:46:47.687183+01:00,68.65
2025-11-01 15:51:47.724492+01:00,68.75
2025-11-01 15:56:47.796699+01:00,68.85
2025-11-01 16:06:47.900923+01:00,68.95
2025-11-01 16:11:47.938963+01:00,69.05
2025-11-01 16:21:48.059092+01:00,69.25
2025-11-01 16:31:48.187258+01:00,69.15
2025-11-01 16:36:48.225469+01:00,69.05
2025-11-01 16:46:48.336185+01:00,68.75
2025-11-01 16:56:48.427202+01:00,68.45
2025-11-01 17:01:48.483453+01:00,68.85
2025-11-01 17:06:48.524865+01:00,68.75
2025-11-01 17:11:48.556614+01:00,68.55
2025-11-01 17:16:48.604084+01:00,68.65
2025-11-01 17:31:48.725542+01:00,68.35
2025-11-01 17:36:48.776487+01:00,68.25
2025-11-01 17:41:48.841579+01:00,68.35
2025-11-01 17:51:48.977849+01:00,68.45
2025-11-01 17:56:49.017694+01:00,68.95
2025-11-01 18:01:49.051976+01:00,68.85
2025-11-01 18:06:49.057256+01:00,69.05
2025-11-01 18:11:49.104727+01:00,69.15
2025-11-01 18:16:49.168144+01:00,69.95
2025-11-01 18:21:49.213228+01:00,69.85
2025-11-01 18:31:49.361640+01:00,69.66
2025-11-01 18:36:49.401678+01:00,69.75
2025-11-01 18:41:49.459673+01:00,69.95
2025-11-01 18:46:49.521251+01:00,69.75
2025-11-01 18:51:49.571216+01:00,69.66
2025-11-01 18:56:49.618068+01:00,69.95
2025-11-01 19:01:49.673571+01:00,69.85
2025-11-01 19:02:53.587757+01:00,68.75
2025-11-01 19:05:04.086107+01:00,69.85
2025-11-01 19:10:04.124956+01:00,70.16
2025-11-01 19:25:04.299898+01:00,69.99
2025-11-01 19:35:04.420008+01:00,69.78
2025-11-01 19:40:04.479798+01:00,69.75
2025-11-01 19:45:04.531847+01:00,69.89
2025-11-01 19:50:04.573861+01:00,69.48
2025-11-01 19:55:04.631711+01:00,69.39
2025-11-01 20:00:04.685736+01:00,69.69
2025-11-01 20:05:04.731247+01:00,69.59
2025-11-01 20:10:04.797850+01:00,69.39
2025-11-01 20:15:04.854745+01:00,69.48
2025-11-01 20:20:04.936917+01:00,69.39
2025-11-01 20:25:04.980443+01:00,69.28
2025-11-01 20:30:05.049999+01:00,68.98
2025-11-01 20:35:05.084544+01:00,68.88
2025-11-01 20:40:05.106843+01:00,68.58
2025-11-01 20:50:05.206967+01:00,68.68
2025-11-01 20:55:05.268485+01:00,68.48
2025-11-01 21:00:05.310284+01:00,68.38
2025-11-01 21:05:05.364281+01:00,68.28
2025-11-01 21:10:05.421417+01:00,68.38
2025-11-01 21:14:43.315671+01:00,69.45
2025-11-01 21:24:43.397223+01:00,70.16
2025-11-01 21:29:43.448375+01:00,70.56
2025-11-01 21:34:43.494973+01:00,70.69
2025-11-01 21:39:43.543967+01:00,70.99
2025-11-01 21:44:43.586941+01:00,70.79
2025-11-01 21:47:50.735757+01:00,71.9
2025-11-01 21:52:50.814954+01:00,71.09
2025-11-01 21:57:50.854226+01:00,71.49
2025-11-01 22:02:50.909036+01:00,71.6
2025-11-01 22:07:50.961627+01:00,71.9
2025-11-01 22:12:51.044691+01:00,71.79
2025-11-01 22:17:51.135457+01:00,71.99
2025-11-01 22:22:51.165535+01:00,72.19
2025-11-01 22:27:51.219795+01:00,71.99
2025-11-01 22:32:51.291760+01:00,71.9
2025-11-01 22:37:51.336099+01:00,71.99
2025-11-01 22:42:51.378850+01:00,72.1
2025-11-01 22:47:51.437467+01:00,71.69
2025-11-01 22:52:51.472869+01:00,72.19
2025-11-01 22:57:51.523944+01:00,72.1
2025-11-01 23:07:51.630822+01:00,71.99
2025-11-01 23:12:51.727026+01:00,72.19
2025-11-01 23:17:51.825012+01:00,72.1
2025-11-01 23:42:52.128644+01:00,73.0
2025-11-01 23:44:07.092963+01:00,71.9
2025-11-01 23:49:07.151253+01:00,72.4
2025-11-01 23:59:07.268462+01:00,72.6
2025-11-02 00:04:07.310093+01:00,71.79
2025-11-02 00:09:07.365888+01:00,71.49
2025-11-02 00:14:07.398342+01:00,71.4
2025-11-02 00:24:07.556422+01:00,71.29
2025-11-02 00:29:07.631763+01:00,71.09
2025-11-02 00:39:07.762230+01:00,70.99
2025-11-02 00:49:07.856272+01:00,71.09
2025-11-02 01:04:08.036992+01:00,70.99
2025-11-02 01:09:08.082120+01:00,70.89
2025-11-02 01:14:08.127112+01:00,71.09
2025-11-02 01:19:08.185149+01:00,70.89
2025-11-02 01:24:08.245001+01:00,70.69
2025-11-02 01:25:40.081261+01:00,71.9
2025-11-02 01:26:30.260720+01:00,70.89
2025-11-02 01:36:30.406295+01:00,70.99
2025-11-02 01:46:30.453130+01:00,71.29
2025-11-02 01:51:30.525140+01:00,71.09
2025-11-02 01:56:30.556195+01:00,71.29
2025-11-02 02:01:30.614254+01:00,71.19
2025-11-02 02:06:30.662033+01:00,71.29
2025-11-02 02:21:30.804968+01:00,71.19
2025-11-02 02:31:30.920566+01:00,70.99
2025-11-02 02:36:30.989649+01:00,71.19
2025-11-02 02:41:31.015768+01:00,70.69
2025-11-02 02:46:31.077698+01:00,70.59
2025-11-02 02:51:31.130630+01:00,70.29
2025-11-02 03:01:31.222820+01:00,70.09
2025-11-02 03:06:31.265785+01:00,69.99
2025-11-02 03:21:31.403441+01:00,69.89
2025-11-02 03:26:31.446815+01:00,69.69
2025-11-02 03:41:31.628112+01:00,69.59
2025-11-02 03:46:31.687599+01:00,69.48
2025-11-02 03:51:31.733837+01:00,69.39
2025-11-02 03:56:31.807727+01:00,69.28
2025-11-02 04:06:31.940449+01:00,69.08
2025-11-02 04:11:31.984119+01:00,68.98
2025-11-02 04:21:32.116003+01:00,68.88
2025-11-02 04:31:32.231083+01:00,68.78
2025-11-02 04:36:32.294865+01:00,68.68
2025-11-02 04:51:32.471241+01:00,68.58
2025-11-02 05:01:32.548745+01:00,68.48
2025-11-02 05:16:32.735993+01:00,68.18
2025-11-02 05:21:32.814271+01:00,68.08
2025-11-02 05:31:32.929868+01:00,67.98
2025-11-02 05:36:32.992178+01:00,67.88
2025-11-02 05:41:33.007047+01:00,67.78
2025-11-02 05:51:33.077488+01:00,67.57
2025-11-02 05:56:33.119926+01:00,67.48
2025-11-02 06:01:33.152822+01:00,67.57
2025-11-02 06:06:33.218046+01:00,67.28
2025-11-02 06:11:33.296864+01:00,67.18
2025-11-02 06:16:33.336446+01:00,67.28
2025-11-02 06:21:33.384228+01:00,67.18
2025-11-02 06:26:33.451016+01:00,67.07
2025-11-02 06:31:33.490213+01:00,66.98
2025-11-02 06:36:33.543002+01:00,66.87
2025-11-02 06:41:33.598266+01:00,66.77
2025-11-02 06:51:33.660745+01:00,66.57
2025-11-02 06:56:33.717092+01:00,66.47
2025-11-02 07:06:33.832438+01:00,66.37
2025-11-02 07:16:33.950516+01:00,66.27
2025-11-02 07:21:34.011151+01:00,66.07
2025-11-02 07:31:34.108569+01:00,65.97
2025-11-02 07:41:34.236251+01:00,65.77
2025-11-02 07:51:34.354205+01:00,65.67
2025-11-02 08:01:34.455986+01:00,65.57
2025-11-02 08:26:34.766014+01:00,65.36
2025-11-02 08:31:34.830011+01:00,65.27
2025-11-02 08:36:34.900436+01:00,65.47
2025-11-02 08:41:34.932882+01:00,65.27
2025-11-02 08:46:34.985863+01:00,65.36
2025-11-02 08:51:35.025881+01:00,65.17
2025-11-02 08:56:35.070435+01:00,65.36
2025-11-02 09:01:35.124661+01:00,65.17
2025-11-02 09:06:35.192568+01:00,65.27
2025-11-02 09:11:35.232077+01:00,65.07
2025-11-02 09:26:35.344063+01:00,65.17
2025-11-02 09:31:35.390697+01:00,65.07
2025-11-02 09:36:35.452650+01:00,65.17
2025-11-02 09:51:35.616269+01:00,65.07
2025-11-02 09:56:35.654898+01:00,64.97
2025-11-02 10:16:35.925830+01:00,65.07
2025-11-02 10:21:35.961572+01:00,64.97
2025-11-02 10:31:36.043630+01:00,64.86
2025-11-02 10:41:36.138541+01:00,64.77
2025-11-02 10:51:36.233714+01:00,65.36
2025-11-02 10:56:36.248828+01:00,65.67
2025-11-02 11:01:36.305959+01:00,65.87
2025-11-02 11:06:36.340800+01:00,65.77
2025-11-02 11:11:36.423707+01:00,65.27
2025-11-02 11:16:36.435997+01:00,65.07
2025-11-02 11:21:36.495953+01:00,64.97
2025-11-02 11:31:36.610573+01:00,65.17
2025-11-02 11:36:36.681576+01:00,65.07
2025-11-02 11:41:36.732275+01:00,64.86
2025-11-02 11:46:36.815193+01:00,64.77
2025-11-02 11:51:36.851232+01:00,64.57
2025-11-02 11:56:36.880584+01:00,64.46
2025-11-02 12:11:37.054428+01:00,64.36
2025-11-02 12:16:37.102138+01:00,64.27
2025-11-02 12:21:37.202497+01:00,64.16
2025-11-02 12:26:37.253505+01:00,64.06
2025-11-02 12:31:37.284986+01:00,63.96
2025-11-02 12:36:37.318084+01:00,64.33
2025-11-02 12:41:37.367994+01:00,64.43
2025-11-02 12:46:37.423598+01:00,64.24
2025-11-02 12:51:37.506233+01:00,64.13
2025-11-02 13:01:37.611258+01:00,64.03
2025-11-02 13:06:37.640112+01:00,63.93
2025-11-02 13:16:37.760301+01:00,63.86
2025-11-02 13:21:37.814117+01:00,63.76
2025-11-02 13:26:37.865187+01:00,63.66
2025-11-02 13:36:37.943891+01:00,63.56
2025-11-02 13:56:38.171271+01:00,63.46
2025-11-02 14:03:09.549568+01:00,63.56
2025-11-02 14:08:09.586272+01:00,63.63
2025-11-02 14:13:09.626078+01:00,63.56
2025-11-02 14:23:09.724178+01:00,63.46
2025-11-02 14:33:09.821181+01:00,63.36
2025-11-02 14:43:09.894684+01:00,63.26
2025-11-02 14:53:09.984450+01:00,63.16
2025-11-02 14:58:10.037187+01:00,63.06
2025-11-02 15:03:10.071168+01:00,62.96
2025-11-02 15:08:10.146543+01:00,62.86
2025-11-02 15:23:10.331257+01:00,62.76
2025-11-02 15:28:10.414562+01:00,62.65
2025-11-02 15:43:10.582800+01:00,62.56
2025-11-02 15:48:10.660547+01:00,62.45
2025-11-02 15:58:10.763242+01:00,62.36
2025-11-02 16:08:10.934033+01:00,62.25
2025-11-02 16:18:11.014131+01:00,62.15
2025-11-02 16:23:11.080608+01:00,62.06
2025-11-02 16:33:11.182250+01:00,61.95
2025-11-02 16:43:11.269346+01:00,61.75
2025-11-02 16:48:11.333400+01:00,61.65
2025-11-02 16:53:11.388110+01:00,62.45
2025-11-02 16:54:09.253637+01:00,63.56
2025-11-02 16:58:30.228713+01:00,64.57
2025-11-02 17:03:30.257131+01:00,65.36
2025-11-02 17:18:30.422123+01:00,65.67
2025-11-02 17:28:30.550495+01:00,65.87
2025-11-02 17:33:30.604870+01:00,65.97
2025-11-02 17:38:30.651227+01:00,66.07
2025-11-02 17:43:30.668854+01:00,66.17
2025-11-02 17:48:30.717555+01:00,66.27
2025-11-02 17:58:30.839259+01:00,66.37
2025-11-02 18:03:30.904745+01:00,66.47
2025-11-02 18:08:30.986070+01:00,66.57
2025-11-02 18:18:31.088540+01:00,66.37
2025-11-02 18:28:31.188220+01:00,66.67
2025-11-02 18:38:31.336203+01:00,66.57
2025-11-02 18:53:31.518535+01:00,66.77
2025-11-02 18:58:31.569034+01:00,66.57
2025-11-02 19:08:31.685642+01:00,66.37
2025-11-02 19:13:31.717538+01:00,66.77
2025-11-02 19:18:31.786578+01:00,66.57
2025-11-02 19:28:31.871105+01:00,66.47
2025-11-02 19:38:31.977955+01:00,66.37
2025-11-02 19:53:32.113815+01:00,66.27
2025-11-02 20:08:32.277746+01:00,66.07
2025-11-02 20:18:32.358114+01:00,65.87
2025-11-02 20:33:32.503512+01:00,65.57
2025-11-02 20:43:32.563223+01:00,65.67
2025-11-02 20:48:32.616194+01:00,65.36
2025-11-02 20:53:32.671228+01:00,65.97
2025-11-02 21:08:32.808176+01:00,66.07
2025-11-02 21:13:32.874163+01:00,65.97
2025-11-02 21:23:32.983004+01:00,65.67
2025-11-02 21:28:33.053005+01:00,65.7
2025-11-02 21:33:33.124464+01:00,65.3
2025-11-02 21:38:33.184694+01:00,65.4
2025-11-02 21:43:33.254185+01:00,65.2
